stop_id,stop_code,stop_name,stop_lat,stop_lon
12001317,KL326,FLAT SRI MELAKA (BARAT),3.10893570,101.72177860
12001318,KL327,FLAT SRI MELAKA (BARAT),3.10913210,101.72185100
12001319,KL350,STADIUM BOLA SEPAK KL,3.09977220,101.72233000
12001320,KL288,MADRASAH MAKARIMUL AKHLAK,3.08782500,101.72258000
12001321,KL349,PUSAT BELIA ANTARABANGSA KL,3.09601380,101.72270000
12001322,KL348,INSTITUT LATIHAN DBKL,3.09316950,101.72276000
12001323,KL1699,FLAT SRI MELAKA BLOK 26,3.10876110,101.72288180
12001324,KL325,(M2) FLAT SRI MELAKA BLOK 26,3.10865280,101.72288500
12001325,KL289,(M1) KAWASAN PERINDUSTRIAN B.T.R,3.08666100,101.72322000
12001326,KL351,S.M. TEKNIK KL,3.10327770,101.72365000
12001327,KL1698,(M3) PASAR BESAR CHERAS,3.11225560,101.72369400
12001328,KL346,PERINDUSTRIAN KILANG MIDAH,3.08910000,101.72391000
12001329,KL320,FLAT SRI PULAU PINANG BLOK 13 (OPP),3.11642770,101.72423600
12001330,KL331,FLAT SRI PULAU PINANG BLOK 13,3.11613600,101.72436000
12001331,KL1700,FLAT SRI MELAKA (TIMUR),3.11097000,101.72474900
12001332,KL324,FLAT SRI MELAKA (TIMUR),3.11100180,101.72484020
12001333,KL1843,TMN JAYA (UTARA),3.09439160,101.72521000
12001334,KL352,KLINIK KESIHATAN CHERAS,3.10659170,101.72567000
12001335,KL345,TMN MIDAH (SELATAN),3.09025000,101.72571600
12001336,KL1893,TMN MIDAH (BARAT),3.09639450,101.72619000
12001337,KL353,VELODROM KL,3.11056950,101.72775000
12001338,KL361,MRT MALURI PINTU A,3.12326120,101.72784400
12001339,KL279,VELODROM KL,3.11042790,101.72806500
12001340,KL869,MRT MALURI PINTU B,3.12350270,101.72815000
12001341,KL1969,PUSAT KOMERSIAL TMN MIDAH,3.09658620,101.72896000
12001342,KL1687,BALAI POLIS SRI PERMAISURI,3.11187400,101.71808270
12001343,KL333,SMK SERI PERMAISURI,3.10732220,101.71677400
12001344,KL295,SIMPANG IKHLAS  5,3.08558600,101.71654000
12001345,KL1999,FLAT SRI PULAU PINANG BLOK 1,3.11748340,101.71978000
12001346,KL332,INDAH MAS APARTMENT,3.11805000,101.72166000
12001347,KL294,SIMPANG BANGSAWAN,3.08465840,101.71929000
12001348,KL318,FLAT SRI JOHOR BLOK 3,3.11676960,101.71931500
12001349,KL1703,KOMPLEKS DARUL PUTERI,3.11666940,101.72819000
12001350,KL1702,STADIUM BADMINTON CHERAS,3.11929180,101.72834000
12001351,KL355,STADIUM BADMINTON CHERAS,3.11932230,101.72809000
12001352,KL322,FLAT SRI SABAH,3.11690000,101.72622000
12001353,KL321,FLAT SRI SABAH,3.11723900,101.72633000
12001354,KL354,KOMPLEKS DARUL PUTERI,3.11670280,101.72793000
12001355,KL292,SIMPANG MEWAH 12,3.08441950,101.72181000
12001356,KL319,INDAH MAS APARTMENT,3.11816120,101.72190000
12001357,KL316,QUEENSVILLE,3.10180000,101.71221000
12001359,SA1039,MASJID KG MERBAU SEMPAK,3.21721300,101.51500000
12001360,SA1038,SIMPANG LORONG 6,3.21429700,101.51501000
12001361,SA1037,SIMPANG LORONG 10 (UTARA),3.21091000,101.51504000
12001362,SA1041,S.R.A MERBAU SEMPAK,3.21691100,101.51506000
12001363,SA1042,SIMPANG LORONG 5,3.21443000,101.51509000
12001364,SA1036,SIMPANG GAJAH 3,3.20658400,101.51510000
12001365,SA1035,MASJID KG KUBU GAJAH (UTARA),3.20325500,101.51514000
12001366,SA1043,SIMPANG LORONG 10 (SELATAN),3.21091600,101.51514000
12001367,SA1034,SIMPANG GAJAH 21,3.20073100,101.51516000
12001368,SA1044,SIMPANG GAJAH 6,3.20697100,101.51520000
12001369,SA1033,KOMPLEKS PERNIAGAAN SIMPANG GAJAH 12,3.19680700,101.51520500
12001370,SA1045,MASJID KG KUBU GAJAH (SELATAN),3.20326900,101.51523000
12001371,SA1046,SIMPANG GAJAH 9,3.20066800,101.51526000
12001372,SA1047,SIMPANG GAJAH 11,3.19685400,101.51531000
12001373,SA624,PERSIMPANGAN JLN. MERBAU SEMPAK,3.21872300,101.51566000
12001374,SA1048,LOT 1770,3.19552700,101.52003500
12001375,SA1032,LOT 1771,3.19542900,101.52006500
12001376,SA1031,SIMPANG GAJAH 14 (BARAT),3.19547700,101.52290000
12001378,SA1049,SIMPANG GAJAH 14 (TIMUR),3.19557300,101.52327000
12001379,SA1050,SIMPANG GAJAH 15,3.19556900,101.52578000
12001380,SA1030,SIMPANG GAJAH 16,3.19547400,101.52580000
12001381,KL1172,AMAN BERINGIN,3.15638330,101.66028600
12001382,KL1173,MENARA MANULIFE,3.15144160,101.66309000
12001387,KL2398,SPG LORONG BRUAS,3.15972500,101.65862000
12001388,KL2399,SPG PERS BRUAS,3.16002500,101.65724000
12001389,KL2400,SPG LORONG BASONG,3.15947500,101.65655000
12001390,KL2401,SK BUKIT DAMANSARA,3.15760000,101.65683000
12001391,KL2402,BERINGIN RESIDENCE,3.15377200,101.66242000
12001392,KL2397,SPG JLN TERUNTONG,3.15851300,101.65983000
12001393,SA1060,SIMPANG GAJAH 23,3.19555400,101.52895000
12001394,PJ779,KOMERSIAL  PEKAKA,3.17531000,101.57614000
12001395,PJ843,SURAU AL - ULUM. SEK. 9,3.17583900,101.58217000
12001396,PJ844,(M1) PERUMAHAN RIMBA RIANG 9/4,3.17479300,101.58068000
12001397,PJ80,S.M.K SEKSYEN 10 KOTA DAMANSARA,3.16995700,101.57846000
12001398,SA713,S.K SUBANG BESTARI (2),3.18076200,101.54262500
12001399,SA715,DEWAN BUNGA MATAHARI U5,3.18008700,101.54109000
12001400,SA696,PANGSAPURI SERI BINTANG (OPP),3.18094300,101.53931400
12001401,SA697,PANGSAPURI MUTIARA SUBANG,3.18123800,101.53705600
12001402,SA704,PERUMAHAN MUTIARA SUBANG (OPP),3.18302500,101.53579000
12001403,SA721,(M1) HAB SUBANG SURIA,3.18421400,101.53532000
12001404,SA707,PANGSAPURI UTARID SUBANG,3.18257300,101.53517000
12001405,SA708,PANGSAPURI MUTIARA SUBANG (OPP),3.18137600,101.53676000
12001406,SA709,PANGSAPURI SERI BINTANG,3.18094700,101.53954000
12001407,SA710,DEWAN BUNGA MATAHARI U5 (OPP),3.18025900,101.54089000
12001408,SA712,S.K SUBANG BESTARI (2) (OPP),3.18081800,101.54245000
12001409,SA1059,PERUMAHAN NOVA U5/75,3.17979400,101.54641000
12001410,PJ373,RITZE PERDANA 2,3.16454100,101.61107000
12001412,KL2349,MASKIARA RESIDENCES,3.15581000,101.62698000
12001413,KL2350,MASJID JAMEK KG. SG. PENCHALA,3.16190900,101.62637000
12001414,KL2351,PETRONAS SG. PENCHALA,3.15807400,101.61573000
12001420,KL1151,BANGSAR PARK (UTARA),3.13573400,101.67346000
12001421,KL1152,BANGSAR PARK (SELATAN),3.13370700,101.67339000
12001422,KL1681,DESA SRI HARTAMAS,3.16353100,101.64764400
12001423,PJ802,S.M.K SEKSYEN 8 KOTA DAMANSARA (OPP),3.17898600,101.57884000
12001424,PJ820,PERUMAHAN PEKAKA 8/1B,3.18081000,101.57903000
12001425,PJ821,PERUMAHAN PEKAKA 8/16,3.18085400,101.58087000
12001426,SA1025,PERUMAHAN NOVA U5/75 (OPP),3.17952100,101.54641000
12001429,SA1055,BT. 17 KG. MERBAU SEMPAK,3.21756500,101.51892000
12001430,SL573,SURAU ZAHIDIAH JALAN KUSTA,3.21650700,101.57704000
12001431,SL574,KLINIK KESIHATAN SG. BULOH,3.21957700,101.57791000
12001432,SL575,MAKMAL KESIHATAN AWAM KEBANGSAAN,3.22111500,101.57706500
12001433,SL576,TAMAN ANJUNG DAMAI,3.22229400,101.57587400
12001435,SL578,KG SRI INDAH B (TIMUR),3.22580100,101.57281000
12001436,SL579,PERSIMPANGAN SRI INDAH 9B (OPP),3.22566600,101.57065000
12001439,SL582,PERSIMPANGAN MP 2 (OPP),3.23612200,101.56223000
12001440,SL583,SURAU DARUL ULUM (OPP),3.23897000,101.56084400
12001441,SL584,PERSIMPANGAN MP 37 (OPP),3.24117200,101.56107000
12001442,SL585,PERSIMPANGAN MP 43 (OPP),3.24408400,101.56110000
12001444,SL587,APARTMENT IMPIAN INDAH,3.24637500,101.56386600
12001445,SL588,TAMAN IMPIAN INDAH,3.24777900,101.56646000
12001446,SL589,PERSIMPANGAN MP 58,3.24640900,101.56473000
12001447,SL590,PERSIMPANGAN MP 43,3.24390700,101.56121000
12001448,SL591,PERSIMPANGAN MP 36,3.24075700,101.56119500
12001449,SL592,SURAU DARUL ULUM,3.23924400,101.56106600
12001450,SL593,PERSIMPANGAN MP 3,3.23639200,101.56228000
12001452,SL595,PERINDUSTRIAN BRP 9,3.23257400,101.56409000
12001453,SL596,PERSIMPANGAN BRP 8/2,3.23057900,101.56496000
12001455,SL598,TAMAN VILLA PUTRA,3.22653200,101.56756600
12001457,SL600,PERSIMPANGAN SRI INDAH 9B,3.22576300,101.57056400
12001458,SL601,KG SRI INDAH B (BARAT),3.22586800,101.57257000
12001459,SL602,LOT 129 KG MELAYU (OPP),3.22405700,101.57450000
12001460,SL603,TAMAN ANJUNG DAMAI (OPP),3.22295100,101.57548500
12001461,SL604,MAKMAL KESIHATAN AWAM KEBANGSAAN (OPP),3.22123300,101.57714000
12001462,SL605,KLINIK KESIHATAN SG. BULOH (OPP),3.21956600,101.57806400
12001463,SL606,SURAU ZAHIDIAH JALAN KUSTA (OPP),3.21643100,101.57712600
12001465,SA690,APARTMENT JASMIN (OPP),3.16322300,101.53550000
12001466,SA691,PANGSAPURI MERAK,3.16748900,101.53406000
12001467,SA694,PERUMAHAN SUBANG GALAKSI,3.16930800,101.53405000
12001468,SA695,TAMAN DESA SUBANG (OPP),3.17304900,101.53740000
12001469,SA1061,PERUMAHAN JALAN NOVA U5/206,3.17303900,101.54488000
12001470,SA1062,SEK. KEB. SUBANG BESTARI (BARAT),3.17457000,101.54560000
12001471,SA716,S.M.K SUBANG BESTARI (OPP),3.17715200,101.54359000
12001472,SA1063,PERUMAHAN LAMAN PERMAI U5 (UTARA),3.17706400,101.54046000
12001473,SA701,PERUMAHAN NOVA U5/57,3.17707000,101.53834000
12001474,SA703,KOMERSIAL MUTIARA SUBANG (OPP),3.17865700,101.53580000
12001475,SA698,KOMERSIAL MUTIARA SUBANG,3.17863800,101.53588000
12001476,SA699,PASAR MALAM JLN UTARID (OPP),3.17721000,101.53633000
12001477,SA1064,PERUMAHAN LAMAN PERMAI U5 (SELATAN),3.17716900,101.54059600
12001478,SA717,S.M.K SUBANG BESTARI,3.17733600,101.54333500
12001479,SA1065,SEK. KEB. SUBANG BESTARI (TIMUR),3.17465800,101.54584000
12001480,SA1066,PERUMAHAN JALAN NOVA U5/91,3.17289300,101.54507000
12001481,SA685,TAMAN DESA SUBANG,3.17282100,101.53767000
12001482,SA1067,KOMERSIAL SUBANG PELANGI (UTARA),3.17280300,101.53552000
12001483,SA1068,KOMERSIAL SUBANG IMPIAN,3.17129400,101.53429000
12001484,SA686,PANGSAPURI SRI PELANGI,3.16903700,101.53431000
12001485,SA687,PANGSAPURI MERAK (OPP),3.16763600,101.53429000
12001506,KL881,(M1) TMN SHAMELIN,3.12378840,101.73908000
12001507,SL611,(M1) APARTMENT SRI PUTRA FASA 2,3.25426520,101.55615540
12001510,SL612,APARTMENT SERI MAWAR,3.25109700,101.55837000
12001512,SL608,SAUJANA AKASIA (OPP),3.24596000,101.56002000
12001513,KL2412,SMK SERI HARTAMAS (OPP),3.15707100,101.64762000
12001514,KL1883,PERUMAHAN,3.15966200,101.65143600
12001515,KL2411,1 MONT KIARA,3.16544500,101.65254000
12001516,KL2410,SHOPLEX MONT KIARA,3.16725500,101.65275600
12001517,KL2409,ARCORIS,3.16812500,101.65288000
12001518,KL2407,MONT KIARA BANYAN,3.17355900,101.65324400
12001519,KL2408,MONT KIARA INTERNATIONAL SCHOOL,3.17138600,101.65351000
12001520,KL2406,MONT KIARA MERIDIN (OPP),3.17403400,101.65398000
12001521,KL2404,SPG JLN SETIAJAYA,3.14657500,101.65582000
12001522,KL1885,PLAZA DAMAS,3.16328200,101.65643000
12001523,KL2403,SPG JLN SETIABISTARI,3.14632100,101.65694400
12001524,KL1891,LUMINA KIARA CONDOMINIUM (OPP),3.17425100,101.65724000
12001526,KL1887,WISMA KDN,3.16783600,101.66709000
12001527,KJ738,DEWAN TMN IMPIAN EHSAN (OPP),3.01103500,101.75407000
12001528,KJ766,DEWAN TMN IMPIAN EHSAN,3.01111900,101.75417000
12001529,KJ880,PADANG PERMAINAN,3.00561200,101.75529500
12001530,KJ860,KILANG PLASTIK EKSPEDISI EMAS (OPP),3.00638800,101.75535600
12001531,KJ877,PDG PERMAINAN (OPP),3.00567900,101.75540000
12001532,KJ881,KILANG PLASTIK EKSPEDISI EMAS,3.00651400,101.75548600
12001533,KJ883,SPG JLN ALPHA IMPIAN 3,3.00714200,101.75588000
12001534,KJ815,ONE INDUSTRIAL PARK,3.00754600,101.75590000
12001535,KJ879,SPG JLN KARUN MAS 3,3.00527600,101.75738500
12001536,KJ934,ALMASHOOR,2.92009400,101.75746000
12001537,KJ935,C BANNER PRINT,2.92129800,101.75805000
12001538,KJ878,(M1) FLAT TMN DESA KARUN MAS,3.00356770,101.75835680
12001539,KJ936,RIA TOMYAM,2.92285400,101.75896000
12001540,KJ424,KLINIK BANGI & SURGERY (OPP),2.92452000,101.75918600
12001541,KJ937,AKADEMI CUKAI,2.92637200,101.76066600
12001542,KJ938,LHDN BANGI,2.92975300,101.76395400
12001543,KJ681,BANGI GATEWAY (OPP),2.93407800,101.76515000
12001544,KJ941,PADANG  SPG 1/9C,2.94565700,101.76576000
12001545,KJ514,PERUMAHAN TERES SEKSYEN 16,2.94111000,101.76745000
12001546,KJ517,PETRONAS UNIKEB 1,2.94252000,101.76797500
12001547,KJ940,PASAR AWAM SEKSYEN 1,2.94448500,101.76881400
12001548,KJ939,PETRONAS PERSIARAN PEKELILING,2.93523700,101.76897400
12001549,KJ520,PERUMAHAN SEKSYEN 6,2.93817100,101.76946000
12001551,KJ933,WISMA UNIKEB,2.92702600,101.77350600
12001552,KJ924,FLAT JUBLI PERAK SEKSYEN 4,2.95552000,101.77617000
12001553,KJ423,SIMPANG PINTU MASUK UKM,2.92971000,101.77706000
12001554,KJ457,PINTU UTAMA UKM,2.93073440,101.77753400
12001555,KJ923,JLN 4/3,2.96074700,101.77810000
12001556,KJ925,SPG 4/8E (OPP),2.95204400,101.77863000
12001557,KJ919,SPG 4/8E,2.95190200,101.77865600
12001558,KJ920,JLN 4/2,2.95379000,101.77916000
12001559,KJ922,(M1) PETRONAS UNIKEB 2 (HUB),2.95788400,101.77920500
12001560,KJ918,SK JALAN EMPAT,2.95138400,101.77962000
12001561,KJ921,PANGSAPURI ANGGUN,2.95551200,101.77971000
12001562,KJ926,SK JLN EMPAT (OPP),2.95145900,101.77999000
12001563,KJ886,SMK JALAN EMPAT (PINTU BELAKANG),2.96015100,101.78153000
12001564,KJ930,SMK JALAN EMPAT (OPP),2.96177500,101.78159000
12001565,KJ931,ULINE TYRE,2.96437710,101.78163490
12001566,KJ927,JLN 4/9 C (OPP),2.95333500,101.78170000
12001567,KJ884,ULINE TYRE (OPP),2.96449430,101.78174180
12001568,KJ928,SPG JLN 4/7,2.95630100,101.78172000
12001569,KJ885,SMK JALAN EMPAT (PINTU DEPAN),2.96183000,101.78173000
12001570,KJ929,PERUMAHAN JLN 4/6,2.95877200,101.78176000
12001571,KJ917,JLN 4/9C,2.95310800,101.78181500
12001572,KJ916,SPG JLN 4/7M (OPP),2.95531500,101.78184500
12001573,KJ887,JALAN  4/9G,2.95818000,101.78185000
12001574,KJ728,PINTU BELAKANG UKM,2.93645050,101.78339000
12001575,KJ932,PINTU MASUK UKM,2.93657040,101.78375000
12001576,KJ459,REST UMI (OPP),2.94574700,101.78553000
12001577,KJ212,REST UMI,2.94566870,101.78579000
12001578,KJ460,KG SG TANGKAS,2.95048500,101.78778000
12001579,KJ211,KG SG TANGKAS,2.95012710,101.78789000
12001581,KJ209,PLAZA PERABOT (OPP),2.96093150,101.79235000
12001582,KJ516,(M1) PETRONAS SEKSYEN 16 (OPP),2.94448900,101.76552600
12001583,KJ208,SHELL (OPP),2.96392770,101.79134000
12001584,KJ215,(M2) REST NAMERA,2.93940540,101.78569000
12001585,KJ458,(M3) KEDAI TAYAR DUNLOP,2.93988320,101.78573600
12001587,KL882,TOYOTA SERVIS,3.12268300,101.73817000
12001588,AJ281,PERDANA COURT,3.12067800,101.74083000
12001589,AJ446,WARTA PERDANA,3.11981700,101.74167000
12001590,AJ282,PERDANA VILLA,3.11793600,101.74061600
12001591,AJ283,PANDAN PERDANA DELUXE,3.11641700,101.73973000
12001592,AJ284,PANDAN VISTA,3.11536400,101.73914000
12001593,AJ285,PANDAN HEIGHT,3.11315000,101.73849000
12001594,AJ286,PANDAN SAFARI,3.11421100,101.74087500
12001595,AJ287,SK PANDAN PERDANA (OPP),3.11603600,101.74174500
12001596,AJ288,7 ELEVEN,3.11999200,101.74346000
12001597,AJ289,TADIKA BAKTI NUSA,3.12446900,101.74231000
12001598,AJ290,WISMA DIRGAHAYU,3.12758600,101.74259000
12001599,AJ291,TERMINAL MAJU JAYA,3.12878900,101.74280000
12001600,AJ292,CALTEX,3.13022200,101.74290000
12001601,AJ447,LRT PANDAN JAYA,3.12945600,101.73951000
12001602,KL872,BSN,3.12762830,101.73617000
12001603,KL873,PGRM,3.12286900,101.72943000
12001604,KL874,AEON MALURI 1 (OPP),3.12506370,101.72671000
12001605,KL363,KONDO BRUNSFIELD,3.12801840,101.72146000
12001617,KL870,PGRM,3.12296370,101.72916400
12001618,KL871,BSN,3.12801100,101.73632000
12001619,AJ469,LRT PANDAN JAYA,3.12949600,101.73893000
12001620,AJ269,KEDAI NEWTON LEATHER,3.13044790,101.74298000
12001621,AJ270,REST NANYANG,3.12875000,101.74294000
12001622,AJ271,TADIKA BAKTI NUSA,3.12455130,101.74243000
12001623,AJ272,7 ELEVEN,3.12029030,101.74367500
12001624,AJ273,SK PANDAN PERDANA,3.11583900,101.74176000
12001625,AJ275,SPG SAFARI PARK,3.11424660,101.74106000
12001626,AJ276,PANDAN HEIGHT,3.11272240,101.73863000
12001627,AJ277,PANDAN VISTA,3.11518300,101.73894000
12001628,AJ278,PANDAN PERDANA DELUXE,3.11637800,101.73961000
12001629,AJ470,PERDANA VILLA,3.11805800,101.74058500
12001630,AJ279,PANDAN WARTA,3.11983300,101.74158500
12001631,AJ280,PANDAN COURT,3.12064200,101.74064000
12001632,KL880,PETRON,3.12285230,101.73794000
12001635,KJ509,GUDANG KTM,2.98597170,101.78985600
12001636,KJ511,KEDAI MOTOR SUZUKI (OPP),2.98082800,101.78990000
12001637,KJ216,PINTU MASUK UKM,2.93589540,101.78381000
12001638,KJ217,KOLEJ MAS,2.92718530,101.78911000
12001639,KJ219,DEWAN GEMILANG,2.93085270,101.78505000
12001640,KJ220,KOLEJ RAHIM KAJAI,2.93172600,101.78350000
12001641,KJ222,TUN HUSSEIN ONN,2.93017460,101.78120400
12001642,KJ223,FAKULTI SAINS. SOSIAL & KEMANUSIAAN. UKM,2.92870600,101.78071000
12001643,KJ224,PEJ MAHASISWA ANAK. UKM,2.92660800,101.78170000
12001644,KJ225,PERPUSTAKAAN TS LANANG,2.92599870,101.78253000
12001645,KJ226,FAKULTI EKONOMI & PENGURUSAN. UKM,2.92493900,101.78299000
12001646,KJ227,BGN SAINS KIMIA. UKM,2.92221100,101.78161000
12001647,KJ228,KOLEJ UNGKU OMAR. UKM (BARAT),2.92330300,101.77985400
12001648,KJ229,PUSAT KESIHATAN,2.92607260,101.77806000
12001649,KJ242,KAJIAN BAHASA,2.92604780,101.77573950
12001650,KJ243,FAKULTI KEJURUTERAAN,2.92302240,101.77355440
12001651,KJ232,(M1) KOLEJ ZAABA BLOK C,2.92003600,101.77508500
12001655,KJ230,MASJID,2.92862870,101.77730600
12001656,KJ727,PANGGUNG SENI UKM,2.93199400,101.77881000
12001657,KJ462,PLAZA PERABOT,2.96115200,101.79206000
12001658,KJ463,SHELL,2.96460060,101.79096000
12001659,KJ469,KUIL,2.98378100,101.78979500
12001660,KJ470,GUDANG KTM (OPP),2.98562220,101.78961000
12001661,KJ471,MAYBANK PEKAN KAJANG,2.99163000,101.78741000
12001672,KL1466,TM TTDI (UTARA),3.14581670,101.62192030
12001674,AJ54,(M1) HAB BANDAR BARU AMPANG,3.13935600,101.76952000
12001675,AJ56,AMPANG AVENUE,3.13550100,101.76935600
12001676,AJ129,SK AMPANG CAMPURAN,3.13407200,101.76730000
12001677,AJ130,FLAT BAYU MURNI,3.13355900,101.76594500
12001678,AJ157,PANDAN MEWAH HEIGHT,3.13091350,101.76217340
12001679,AJ158,FLAT PANDAN INDAH,3.13043250,101.76036800
12001680,AJ159,SURAU MADRASATUL SOFWA,3.12979800,101.75887000
12001681,AJ160,BUNGA RAYA APARTMEN,3.12920000,101.75717000
12001682,AJ233,PANDAN INDAH,3.12772900,101.75669000
12001683,AJ234,TAMAN LEMBAH MAJU (UTARA),3.12599800,101.75561000
12001684,AJ235,FLAT LEMBAH MAJU,3.12537200,101.75531000
12001685,AJ236,TAMAN LEMBAH MAJU (SELATAN),3.12367400,101.75524000
12001686,AJ237,SEKOLAH KEBANGSAAN TAMAN MUDA,3.12050600,101.75542400
12001687,AJ230,TAMAN MUDA (BARAT),3.11992000,101.75664000
12001688,AJ231,(M3) TAMAN MUDA (TIMUR),3.12014900,101.75918600
12001689,AJ242,TAMAN MAWAR,3.12135100,101.75979600
12001690,AJ249,PARAGON POINT (SELATAN),3.11983400,101.76329000
12001691,AJ254,TAMAN SERAYA (TIMUR),3.11545600,101.76324000
12001692,AJ255,TAMAN SERAYA (BARAT),3.11487300,101.76154000
12001693,AJ261,DATARAN MESTIKA,3.11382300,101.75580000
12001694,AJ263,GLENVIEW VILLA CONDOMINIUM,3.11093300,101.75377000
12001695,KL2316,KG CHERAS BARU (BARAT),3.10788000,101.74995400
12001696,KL2219,TAMAN SRI BAHTERA (BARAT),3.10684100,101.73775500
12001697,KL796,MADRASATUL ISLAMIAH,3.10621200,101.73601500
12001699,KL801,VELODROM BUSINESS PARK,3.11025100,101.72970600
12001701,KL798,MADRASATUL ISLAMIAH,3.10647200,101.73600000
12001702,KL2220,TAMAN SRI BAHTERA (TIMUR),3.10710100,101.73791500
12001703,KL2323,KG CHERAS BARU (TIMUR),3.10718100,101.74464000
12001705,KL2319,MASJID MADRASATUL AMALIAH,3.10691200,101.74803000
12001706,KL2317,KG CHERAS BARU (BARAT),3.10826300,101.75020600
12001707,AJ259,GLENVIEW VILLA CONDOMINIUM,3.11154600,101.75369000
12001708,AJ260,DATARAN MESTIKA,3.11329400,101.75498000
12001709,AJ265,TAMAN MUDA SELATAN,3.11444700,101.75876000
12001710,AJ427,TAMAN SERAYA (BARAT),3.11512600,101.76163500
12001711,AJ334,TAMAN SERAYA (TIMUR),3.11557300,101.76298500
12001712,AJ244,(M2) TAMAN SERAYA (UTARA),3.11636400,101.76355000
12001713,AJ335,TAMAN MELOR (BARAT),3.11835300,101.76323000
12001714,AJ246,PARAGON POINT (SELATAN),3.11980600,101.76305400
12001715,AJ428,PARAGON POINT (UTARA),3.12073800,101.76296000
12001724,AJ430,FLAT BAYU MURNI,3.13404800,101.76607500
12001725,AJ424,SEKOLAH KEBANGSAAN AMPANG CAMPURAN,3.13438400,101.76721000
12001726,AJ312,AMPANG AVENUE,3.13504500,101.76905000
12001727,AJ55,SMK BANDAR BARU AMPANG,3.13696900,101.76905000
12001728,AJ52,HAB BANDAR BARU AMPANG,3.13976100,101.76930000
12001730,KL800,RUMAH KANAK-KANAK TENGKU BUDRIAH,3.10848000,101.72901000
12001731,KL1983,HUKM,3.09938000,101.72307000
12001733,KL309,LRT SALAK SELATAN,3.10201600,101.70649000
12001734,KL310,JPJ SRI PERMAISURI,3.10296300,101.70863000
12001735,KL312,BAYU TASIK CONDOMINIUM,3.10437400,101.71132000
12001736,KL313,VILLA LAMAN TASIK,3.10408300,101.71216000
12001737,KL1684,(M1) QUEENSVILLE,3.10190500,101.71260000
12001738,KL337,DATARAN DWITASIK,3.09987800,101.71207400
12001739,KL1957,MENTARI CONDOMINIUM,3.09881900,101.71392000
12001740,KL1958,VISTA AMANI CONDOMINIUM (OPP),3.09640500,101.71528000
12001741,KL1981,SUASANA LUMAYAN CONDOMINIUM,3.09595900,101.71805000
12001742,KL335,WISMA ZELAN,3.09932700,101.71773000
12001743,KL1982,SEKOLAH MENENGAH SAINS SELANGOR,3.10238700,101.71978000
12001744,KL341,SEKOLAH KEBANGSAAN TAMAN MIDAH,3.09499300,101.72942000
12001745,KL2413,TESCO EXTRA CHERAS,3.09847000,101.73498000
12001747,SA641,KOMERSIAL SUBANG PERDANA,3.14857800,101.54838600
12001748,SA654,TAMAN SUBANG PERDANA (SELATAN),3.14953900,101.54342000
12001749,SA655,PEKAN BARU SUBANG,3.14510600,101.53793000
12001750,SA656,KG MELAYU SUBANG (SELATAN),3.14416700,101.53637000
12001751,SA657,KG BARU SUBANG (UTARA),3.14165300,101.53326400
12001752,SA658,SPG JALAN 2D. KG BARU SUBANG,3.13855600,101.52936600
12001753,SA753,(M2) PUSAT PERDAGANGAN SUBANG PERMAI,3.14046600,101.52545000
12001754,SA714,DESA SUBANG PERMAI,3.14621900,101.52523000
12001755,SA756,DENAI ALAM (TIMUR),3.15908400,101.51582000
12001756,SA757,E-BOULEVARD. DENAI ALAM,3.16307300,101.51199000
12001757,SA759,CENDANA APARTMEN. TAMAN BUKIT SUBANG,3.17329800,101.51215000
12001758,SA761,PANGSAPURI TERATAI. TAMAN BUKIT SUBANG,3.17228000,101.51545000
12001759,SA762,(M1) PANGSAPURI MELATI. TAMAN BUKIT SUBANG,3.17129700,101.51691000
12001760,SA763,TAMAN BUKIT SUBANG (TIMUR),3.16932200,101.51724000
12001761,SA764,PANGSAPURI LILI. TAMAN BUKIT SUBANG,3.16879600,101.51563000
12001762,SA775,E-BOULEVARD. DENAI ALAM,3.16333400,101.51272000
12001763,SA776,DENAI ALAM (TIMUR),3.15930100,101.51646000
12001764,SA750,DESA SUBANG PERMAI,3.14792300,101.52490000
12001765,SA751,PUSAT PERDAGANGAN SUBANG PERMAI,3.13938800,101.52575000
12001766,SA659,(M3) ECONSAVE PEKAN SUBANG (OPP),3.13878600,101.52924000
12001767,SA660,KG BARU SUBANG (UTARA),3.14258200,101.53292000
12001768,SA668,KG MELAYU SUBANG,3.14408100,101.53590400
12001769,SA669,PEKAN BARU SUBANG,3.14542700,101.53817000
12001771,KL1475,TTDI (TIMUR),3.14862800,101.62911700
12001772,KL1467,SMK TTDI,3.14594020,101.62281630
12001773,KL1468,PERUMAHAN TTDI,3.14652290,101.62557400
12001774,KL2414,SPG JLN ATHINAHAPAN 1,3.15173100,101.62792500
12001775,KL2415,SPG JLN ATHINAHAPAN 4,3.15077400,101.62590700
12001776,KL2416,SPG LORONG BURHANUDDIN HELMI 8,3.14921500,101.62357200
12001777,KL2417,(M1) PERUMAHAN BURHANUDDIN HELMI 2 (SELATAN),3.14959100,101.62049100
12001778,KL2418,PERUMAHAN BURHANUDDIN HELMI 2 (TIMUR),3.14677500,101.62019900
12001779,KJ953,TAMAN RIA,2.98894000,101.80853400
12001780,KJ954,TAMAN SRI JELOK,2.99126800,101.81048200
12001781,KJ955,KAFA AL-ASMAH,2.99448200,101.81276700
12001782,KJ956,PERUMAHAN TAMAN SRI JELOK,2.99440200,101.81369500
