stop_id,stop_code,stop_name,stop_lat,stop_lon
12000921,KJ910,SYMPHONY RESIDENCE,2.97271900,101.82461500
12000922,KJ492,PERUMAHAN SEK. 3 (BARAT),2.96656800,101.82249500
12000923,KJ495,PERUMAHAN SEK. 3 (TIMUR),2.96667600,101.82233000
12000924,KJ494,PERINDUSTRIAN SEK. 4 (SELATAN),2.96296600,101.82116000
12000925,KJ901,PERINDUSTRIAN SEK. 4 (BARAT),2.96104400,101.82020000
12000926,KJ902,HILL PARK 1,2.95716400,101.81906000
12000927,KJ908,PERINDUSTRIAN SEK. 4,2.96270000,101.81835000
12000928,KJ903,HILLVIEW RESIDENCE,2.95612300,101.81670000
12000929,KJ904,FLAT BLOK M,2.95645900,101.81545000
12000930,KJ907,PERINDUSTRIAN SEK. 4 (TIMUR),2.96243900,101.81467400
12000931,KJ894,KOMERSIAL TAMAN KAJANG PRIMA,2.98329500,101.81447600
12000932,KJ895,SEK. KEB. TAMAN JASMIN,2.98293600,101.81375000
12000933,KJ896,SEK. KEB. TAMAN JASMIN GATE 2,2.98179400,101.81351000
12000934,KJ905,(M1) TAMAN HARMONI,2.95752700,101.81261400
12000935,KJ831,MUTIARA AVENUE,3.01139700,101.81179000
12000936,KJ832,FLAT SRI SAUJANA,3.01112000,101.81178000
12000937,KJ897,PADANG BOLA TAMAN JASMIN,2.98158200,101.81138000
12000938,KJ759,(M1) PALM WALK 3,3.05313500,101.81066000
12000939,KJ906,PERINDUSTRIAN SEK. 6,2.96042500,101.81009000
12000940,KJ854,KOMPLEKS PENJARA KAJANG,3.00106100,101.81005000
12000941,KJ760,PALM WALK 1 &2 (OPP),3.04765100,101.80849500
12000942,KJ898,SIMPANG JASMIN 20,2.98141800,101.80819000
12000943,KJ833,PERUMAHAN PRIMA SAUJANA,3.01030300,101.80798000
12000944,KJ758,TAMAN IKHLAS,3.05537700,101.80781600
12000945,KJ853,DERET KEDAI TAMAN INDAH,2.99794400,101.80778500
12000946,KJ852,DERET KEDAI TAMAN KAJANG BARU,2.99646400,101.80651000
12000947,KJ761,GREEN ACRE CONDO,3.04600200,101.80645000
12000948,KJ834,KOMERSIAL PRIMA SAUJANA,3.00868500,101.80607000
12000949,KJ851,APARTMENT INDAH,2.99740100,101.80601000
12000950,KJ846,TAMAN KAJANG BARU,2.99761200,101.80584000
12000951,KJ850,TAMAN BERLIAN (2),3.00024900,101.80542000
12000952,KJ830,TAMAN PUNCAK SAUJANA,3.01416100,101.80540000
12000953,KJ847,TAMAN BERLIAN (1),3.00044700,101.80527500
12000954,KJ899,FLAT BUKIT MEWAH,2.98383200,101.80489000
12000955,KJ866,TAMAN PERMAI,2.98646500,101.80447400
12000957,KJ829,TADIKA KEMAS DESA SRI JENARIS,3.01248600,101.80416000
12000958,KJ855,TAMAN SENTOSA,2.99260600,101.80414000
12000959,KJ503,TAMAN ZAMRUD,2.98804800,101.80385000
12000960,KJ757,GARDEN PARK CONDO,3.05472300,101.80374000
12000961,KJ849,TAMAN MEGAH,3.00130300,101.80372000
12000962,KJ481,KAWASAN PERNIAGAAN NILAM,2.98835180,101.80347400
12000963,KJ194,KOLEJ KOMUNITI HULU LANGAT,3.01031800,101.80341000
12000964,KJ865,FLAT TAMAN BUKIT MUTIARA,2.98521800,101.80304000
12000965,KJ861,DERET KEDAI BUKIT MEWAH 47,2.98336800,101.80259000
12000966,KJ864,TAMAN BUKIT MUTIARA,2.98354700,101.80241400
12000967,KJ856,DERET KEDAI TMN BUKIT CANTIK,2.99221300,101.80237000
12000969,KJ848,(M1) DESA MUTIARA APARTMENT,3.00151200,101.80224000
12000970,KJ862,SIMPANG BUKIT MEWAH 49,2.98048900,101.80185000
12000971,KJ196,DESA SRI JENARIS,3.01100000,101.80164000
12000972,KJ438,SG. LONG CLUB HOUSE,3.04170700,101.80142000
12000973,KJ197,DESA SRI JENARIS,3.01075900,101.80132000
12000974,KJ756,SMK. BANDAR SG. LONG,3.05202900,101.80128500
12000975,KJ804,TAMAN BUKIT MEWAH FASA 8A,2.97474400,101.80113000
12000976,KJ863,(M1) TAMAN BUKIT MEWAH FASA 7,2.97935700,101.80080000
12000977,KJ803,APARTMENT SUTERA,2.97337100,101.80078000
12000978,KJ857,KUARTERS JKR SG. JELOK,2.99195300,101.80047000
12000980,KJ504,TAMAN LEMBAH MEWAH,2.99002400,101.80022400
12000981,KJ805,KOMERSIAL TAMAN BUKIT MEWAH,2.97476100,101.79954000
12000982,KJ480,PERSIMPANGAN SG. JELOK,2.99107300,101.79942000
12000983,KJ802,APARTMENT CEMARA,2.97236000,101.79928000
12000984,KJ403,BDR SG. LONG 7 (TIMUR),3.04937500,101.79891000
12000985,KJ801,PERUMAHAN SEKSYEN 3,2.97109700,101.79851500
12000986,KJ806,TAMAN KAJANG UTAMA,2.97501600,101.79796000
12000987,KJ795,KUARTERS GURU  KAJANG UTAMA,2.97361900,101.79670000
12000988,KJ835,SIMPANG JLN. MELATI 2,3.00972100,101.79656000
12000989,KJ479,SEK. MEN. TINGGI KAJANG,2.99195770,101.79521000
12000990,KJ836,SURAU AL HIDAYAH (OPP),3.00908500,101.79514000
12000991,KJ505,METRO POINT KAJANG,2.99178500,101.79503000
12000992,KJ800,PERUMAHAN SEKSYEN 2,2.97003800,101.79497500
12000993,KJ361,BDR SG. LONG 7 (BARAT),3.04601400,101.79483000
12000994,KJ828,SURAU AL HIDAYAH SG. KANTAN,3.00905600,101.79475000
12000995,KJ676,TAMAN KAJANG SENTRAL,2.97707100,101.79468000
12000996,KJ796,SMK KAJANG UTAMA,2.97403600,101.79466000
12000997,KJ677,SEKSYEN 1 TAMAN KAJANG UTAMA,2.97676600,101.79449000
12000998,KJ477,HAB UTAR,3.04080200,101.79430400
12000999,KJ564,PERUMAHAN SEK. 6 (UTARA),3.05453800,101.79388000
12001000,KJ871,(M1) PERUMAHAN SEK. 8,3.05704700,101.79388000
12001001,KJ859,SENTOSA AVENUE,2.99468500,101.79381600
12001003,KJ827,SIMPANG JLN. MELOR 6,3.00856500,101.79364000
12001005,KJ797,FLAT KAJANG UTAMA,2.97085800,101.79333000
12001006,KJ837,SPG JLN. MELATI 1,3.00822200,101.79333000
12001007,KJ473,HOSPITAL KAJANG,2.99259000,101.79327000
12001008,KJ793,IMPIAN PERDANA,3.01393800,101.79308000
12001009,KJ506,PEJABAT AIR SELANGOR,2.99247700,101.79304000
12001010,KJ792,IMPIAN GEMILANG,3.01588600,101.79294600
12001011,KJ768,PERUMAHAN SEK. 6 (SELATAN),3.05169800,101.79281600
12001012,KJ798,(M1) FLAT CITRA,2.96874000,101.79245000
12001013,KJ838,LOT 1087,3.00591500,101.79223000
12001014,KJ826,LOT 3082,3.00653900,101.79195000
12001015,KJ799,APARTMENT SURIA,2.97002700,101.79176000
12001016,KJ839,SIMPANG JLN. GHAZALY (OPP),3.00410900,101.79128000
12001017,KJ825,SIMPANG JLN. GHAZALY,3.00425400,101.79124500
12001019,KJ791,(M1) IMPIAN MAKMUR,3.01889500,101.79102000
12001021,KJ472,KOMERSIAL BANDAR KAJANG,2.99314100,101.79018400
12001023,KJ858,METRO AVENUE (OPP),2.99684900,101.79015000
12001024,KJ507,KOMERSIAL BANDAR KAJANG,2.99299000,101.79014000
12001025,KJ563,KOMERSIAL SEK. 9 (SELATAN),3.05039600,101.79009000
12001026,KJ207,REKO SENTRAL (OPP),2.96808700,101.79005000
12001027,KJ824,SRA. SG. KANTAN (OPP),3.00219700,101.78997000
12001028,KJ205,TAMAN SRI LANGAT 2 (OPP),2.97481400,101.78990000
12001029,KJ840,SRA. SG. KANTAN,3.00193000,101.78989000
12001030,KJ464,REKO SENTRAL,2.96795200,101.78986000
12001031,KJ512,TAMAN REKO JAYA (OPP),2.97905300,101.78985000
12001032,KJ206,SAVILLE KAJANG (OPP),2.97180000,101.78982000
12001033,KJ468,TAMAN HIJAU,2.98075500,101.78972000
12001034,KJ467,TAMAN SRI REKO,2.97907100,101.78970000
12001035,KJ466,TAMAN SRI LANGAT 2,2.97441220,101.78965000
12001036,KJ465,SAVILLE KAJANG,2.97218700,101.78963500
12001037,KJ329,SHELL JLN. SG. LONG,3.04179700,101.78952000
12001038,KJ560,SHELL JLN. SG. LONG (OPP),3.04148600,101.78944000
12001040,KJ450,REKO SENTRAL,2.96573800,101.78933000
12001041,KJ640,IMPIAN JAYA,3.00942600,101.78912000
12001042,KJ842,MENARA MPKj,2.99548900,101.78908500
12001043,KJ690,IMPIAN SETIA,3.00933800,101.78876500
12001044,KJ841,KG. SG. KANTAN,3.00003000,101.78846000
12001045,KJ823,MASJID JAMEK KAJANG (OPP),2.99837500,101.78790000
12001046,KJ508,BANDAR KAJANG,2.99191200,101.78786500
12001047,KJ789,SEK. KEB. SAUJANA IMPIAN,3.01275300,101.78782000
12001048,KJ643,KAJANG PLAZA,2.99550600,101.78776600
12001049,KJ790,IMPIAN SEJATI,3.01503100,101.78768000
12001050,KJ794,PEJ. PENDIDIKAN DAERAH HULU LANGAT,3.00698000,101.78734600
12001051,KJ244,MAHKOTA WALK,3.05123000,101.78729000
12001052,KJ807,TAMAN BANGI,2.97571000,101.78693400
12001054,KJ567,AEON  MAHKOTA CHERAS,3.05447200,101.78633000
12001055,KJ773,(M1) TAMAN SEKAMAT,3.02445400,101.78404000
12001056,KJ788,MRT SUNGAI JERNIH PINTU B,3.00142900,101.78387000
12001057,KJ299,TAMAN RAKAN (TIMUR),3.03549900,101.78258000
12001058,KJ57,SEK. KEB. BUKIT RAYA,3.07230900,101.78253000
12001059,KJ774,SRA. SG. SEKAMAT (OPP),3.02392400,101.78210000
12001060,KJ331,TAMAN RAKAN (TIMUR),3.03553100,101.78209000
12001061,KJ153,MAHKOTA RESIDENCE,3.05170800,101.78206000
12001062,KJ568,MAHKOTA RESIDENCE,3.05140200,101.78205000
12001063,KJ772,SRA. SG. SEKAMAT,3.02399900,101.78193000
12001065,KJ300,TAMAN RAKAN (BARAT),3.03469500,101.78073000
12001066,KJ330,TAMAN RAKAN (BARAT),3.03486200,101.78055000
12001067,KJ820,FLAT RPR KEMACAHAYA 5,3.07619000,101.78033000
12001068,KJ775,SEK. KEB. SERI SEKAMAT (OPP),3.02353000,101.78028000
12001069,KJ56,KG. BKT. RAYA,3.07056300,101.78005000
12001070,KJ771,SEK. KEB. SERI SEKAMAT,3.02353300,101.77977000
12001071,KJ817,KOMERSIAL SEKSYEN 4 TAMBAHAN (OPP),2.96575400,101.77936600
12001072,KJ808,KOMERSIAL SEKSYEN 4 TAMBAHAN,2.96548900,101.77924000
12001073,KJ821,ASIA METROPOLITAN UNIVERSITY,3.07731800,101.77884000
12001074,KJ776,DEWAN SG. SEKAMAT,3.02279600,101.77698500
12001075,KJ55,TAMAN SRI MELAKA BATU 9,3.06972400,101.77691000
12001076,KJ179,TMN DELIMA,3.01699640,101.77663400
12001077,KJ770,DEWAN SG SEKAMAT (OPP),3.02282000,101.77656600
12001078,KJ912,SURIA RESIDENCE,3.07810200,101.77643000
12001079,KJ777,PREMIS LOT 4711,3.01883600,101.77634400
12001080,KJ809,SEKSYEN 4 TAMBAHAN,2.96537800,101.77625000
12001081,KJ816,SEKSYEN 4 TAMBAHAN (OPP),2.96565700,101.77620000
12001082,KJ180,MASJID KG SG SEKAMAT,3.02115270,101.77559000
12001083,KJ187,MASJID KG SG SEKAMAT,3.02192430,101.77556600
12001084,KJ303,INSTITUT PENGURUSAN VETERINAR,3.03547700,101.77551000
12001085,KJ304,INSTITUT PENGURUSAN VETERINAR,3.03604700,101.77524600
12001086,KJ54,KLINIK KESIHATAN BATU 9,3.06929200,101.77506000
12001087,KJ43,MASJID BESAR BT. 9,3.06206400,101.77500000
12001088,KJ913,VENICE HILL TOWER 10,3.07826100,101.77478000
12001089,KJ186,PREMIS LOT 4291,3.02464400,101.77446000
12001090,KJ764,MRT BANDAR TUN HUSSEIN ONN PINTU B,3.04849100,101.77434000
12001091,KJ181,PREMIS LOT 4291 (OPP),3.02442460,101.77431000
12001092,KJ185,SIMPANG JLN. SARJAN MAT,3.02579900,101.77391000
12001093,KJ778,KG. SG. BALAK (1),3.01551100,101.77334600
12001094,KJ787,KG. SG. BALAK (2),3.01557100,101.77321000
12001095,KJ436,PUSAT KOMERSIAL SEK 7 (UTARA),2.96878900,101.77295000
12001097,KJ755,(M1) MRT BATU 11 CHERAS PINTU A,3.04094900,101.77288000
12001098,KJ439,PUSAT KOMERSIAL SEK 7 (SELATAN),2.97013400,101.77284000
12001099,KJ882,(M1) SEK. KEB. TAMAN PUTERI,3.07914000,101.77263000
12001100,KJ53,PEJABAT POS (CAW. SERAHAN) BATU 9,3.06859500,101.77221000
12001101,KJ722,PERSIMPANGAN SG. LONG,3.03620000,101.77190000
12001102,KJ786,SRA. KG. SG. BALAK,3.01490700,101.77157600
12001104,KJ44,FLAT TAMAN KOTA CHERAS,3.06018400,101.77106000
12001105,KJ45,TAMAN KOTA CHERAS FASA 1,3.06042980,101.77093500
12001106,KJ810,SURAU AL-UKHUWAH SEKSYEN 8 (BARAT),2.97143700,101.77093000
12001107,KJ779,KEDAI BASIKAL KG SG. BALAK,3.01448800,101.77089000
12001108,KJ891,SURAU AL-UKHUWAH SEKSYEN 8 (TIMUR),2.97158400,101.77082000
12001109,KJ914,TAMAN MUDUN,3.08134000,101.77055000
12001110,KJ40,BALAI POLIS BATU 9 CHERAS,3.06910100,101.77026000
12001111,KJ273,SIMPANG MEGAH 12A,3.05652700,101.76987000
12001112,KJ767,SIMPANG SRI CHERAS. TAMAN MURNI,3.05934400,101.76965000
12001113,KJ341,PLAZA KASTURI (OPP),3.03817700,101.76926000
12001114,KJ30,TAMAN MUDUN (SELATAN),3.08149030,101.76925000
12001115,KJ811,SERI WIRANI SEKSYEN 8 (BARAT),2.97198000,101.76922600
12001116,KJ336,PLAZA KASTURI,3.03796200,101.76900000
12001117,KJ39,S.R.K. BATU 9 CHERAS (OPP),3.07042400,101.76874500
12001118,KJ272,SURAU NURUL HIDAYAH,3.05468800,101.76873000
12001119,KJ890,SERI WIRANI SEKSYEN 8 (TIMUR),2.97215700,101.76870000
12001120,KJ271,APARTMENT TAMAN MEGAH CHERAS 3,3.05190300,101.76868400
12001121,KJ665,CHERAS SELATAN 118,3.03568400,101.76855500
12001122,KJ260,TAMAN DAMAI JAYA,3.06232700,101.76836400
12001123,KJ893,DESA WANGSA APARTMENT,3.05096900,101.76742600
12001124,KJ812,TAMAN DESA SURADA,2.96863100,101.76728000
12001125,KJ38,TAMAN SUNTEX,3.07126400,101.76724000
12001126,KJ889,TAMAN SERI MUTIARA,2.96907400,101.76712000
12001127,KJ261,TAMAN KOTA CHERAS FASA 3,3.06587700,101.76655600
12001128,KJ781,APARTMENT TERATAI,3.00861500,101.76616000
12001129,KJ666,JEJANTAS TAMAN SRI INDAH,3.03212300,101.76609000
12001130,KJ780,TAMAN CHERAS PRIMA (1),3.01198000,101.76607000
12001131,KJ785,TAMAN CHERAS PRIMA (2),3.01299100,101.76605000
12001132,KJ343,PERINDUSTRIAN CHERAS JAYA (3),3.02064600,101.76574000
12001133,KJ309,TAMAN DESA WANGSA,3.05214900,101.76569000
12001134,KJ432,SEKSYEN 8 FASA 2 (BARAT),2.96581000,101.76567000
12001135,KJ693,JEJANTAS AEON CHERAS SELATAN,3.03222900,101.76553000
12001136,KJ734,PERINDUSTRIAN CHERAS JAYA (2),3.02316700,101.76530500
12001137,KJ915,TAMAN SRI MUJUR,3.07452300,101.76514000
12001138,KJ25,TAMAN ALAM JAYA (UTARA),3.08080100,101.76490000
12001139,KJ431,SEKSYEN 8 FASA 2 (TIMUR),2.96591900,101.76463000
12001140,KJ308,SEK. KEB. BTHO,3.05366600,101.76461000
12001141,KJ782,SURAU TAMAN SUTERA (OPP),3.00705100,101.76448000
12001142,KJ733,PERINDUSTRIAN CHERAS JAYA (1),3.02625080,101.76414000
12001144,KJ784,FLAT CHERAS PRIMA,3.01305200,101.76341000
12001145,KJ307,PERUMAHAN SUASANA 5,3.05355000,101.76337400
12001146,KJ667,SUSUR CHERAS JAYA,3.03077100,101.76337000
12001147,KJ31,TAMAN ALAM JAYA (SELATAN),3.07780300,101.76334000
12001148,KJ736,TAMAN CHERAS JAYA PERINGKAT 1,3.02736300,101.76334000
12001149,KJ357,TAMAN CHERAS JAYA FASA 1 2A/2B,3.02573300,101.76322000
12001150,KJ870,COLOMBIA ASIA HOSPITAL,3.03108600,101.76318000
12001151,KJ10,(M1) HAB TAMAN AWANA CHERAS,3.08796200,101.76289000
12001152,KJ351,SEK. KEB CHERAS JAYA (OPP),3.01909300,101.76278000
12001153,KJ264,TAMAN PUTRI JAYA,3.06737100,101.76265000
12001154,KJ283,TAMAN LAGENDA MAS,3.06597970,101.76124600
12001155,KJ762,TAMAN CHERAS JAYA FASA 2B,3.02471300,101.76104000
12001156,KJ876,KOMERSIAL SEKSYEN 6,2.96191000,101.76095600
12001157,KJ674,KOMERSIAL DUTAMAS CHERAS,3.03022200,101.76095600
12001158,KJ765,(M1) PERUMAHAN SUTERA 3,3.00823700,101.76088000
12001159,KJ783,SUTERA RESIDENCES,3.01152900,101.76086400
12001160,KJ875,PUNCAK BANGI (OPP),2.95903500,101.76063000
12001161,KJ306,PERUMAHAN SUASANA 4 (OPP),3.05284700,101.76048000
12001162,KJ352,TAMAN CHERAS JAYA FASA 5,3.01895500,101.76002500
12001163,KJ813,KG. SG. RAMAL DALAM (BARAT),2.96578900,101.75994000
12001164,KJ892,KOMERSIAL SUADAMAI (OPP),3.05505300,101.75949000
12001165,KJ291,PANGSAPURI WIRA,3.06320670,101.75880400
12001166,KJ535,PERSIMPANGAN JLN DATO DAGANG,2.96232700,101.75873000
12001167,KJ433,D'8 BANDAR BARU BANGI (SELATAN),2.96369400,101.75868000
12001168,KJ869,(M1) TAMAN CHERAS JAYA FASA 7,3.01998900,101.75851000
12001169,KJ888,KG. SG. RAMAL DALAM (TIMUR),2.96590400,101.75814000
12001170,KJ353,TAMAN CHERAS JAYA FASA 3 (OPP),3.02199000,101.75798000
12001171,KJ430,SURAU AL-AMIN SEKSYEN 8,2.96437500,101.75764500
12001172,KJ298,(M1) PANGSAPURI WAJA,3.05740800,101.75764500
12001173,KJ814,D'8 BANDAR BARU BANGI (UTARA),2.96558800,101.75761000
12001174,KJ534,KOMPLEKS PENTADBIRAN DAERAH HULU LANGAT (OPP),2.95634900,101.75716400
12001175,KJ536,(M1) KOMPLEKS PKNS BANGI,2.96238300,101.75687000
12001176,KJ703,SUSUR U-TURN CHERAS JAYA (OPP),3.02884600,101.75613000
12001177,KJ24,MARKAS P.G.A (OPP),3.07762700,101.75612000
12001178,KJ704,SUSUR U-TURN CHERAS JAYA,3.02793000,101.75594000
12001179,KJ874,HOSPITAL PAKAR AN NUR,2.95970900,101.75379000
12001180,KJ415,APARTMENT RAKYAT(OPP),3.01627100,101.75331000
12001181,KJ872,3B CURVE BUSINESS PARK,2.96383500,101.75307500
12001182,KJ418,APARTMENT RAKYAT,3.01632700,101.75304000
12001183,KJ763,TAMAN IMPIAN EHSAN 3,3.01171400,101.75303000
12001184,KJ414,APARTMENT FLORA (OPP),3.01817100,101.75210600
12001185,KJ873,KOMERSIAL MEDAN PB,2.96128800,101.75184000
12001186,KJ419,APARTMENT FLORA,3.01836540,101.75181600
12001187,KJ413,APARTMENT MERANTI,3.02004800,101.75166000
12001188,KJ420,APARTMENT SERINDIT,3.02017800,101.75146500
12001189,KJ737,TAMAN INDUSTRI BALAKONG JAYA,3.01342200,101.75139000
12001190,KJ739,TAMAN SETIA,3.01360100,101.75129000
12001192,KJ411,KOMERSIAL DESA RIA (OPP),3.02365000,101.75041000
12001193,KJ421,KOMERSIAL DESA RIA,3.02346000,101.75018000
12001194,KJ673,KG. BARU BALAKONG,3.02658700,101.74953000
12001195,KL2318,MADRASATUL AMALIAH,3.10681300,101.74816000
12001196,KL922,KETUMBAR HILL (TIMUR),3.10361600,101.74765000
12001198,KL1710,DEWAN SEBAGUNA DBKL TAMAN SEGAR,3.09655600,101.74673500
12001199,KL921,TAMAN RAKYAT,3.10332800,101.74653000
12001200,AJ318,MERANTI APARTMENT,3.08591100,101.74652000
12001202,KL2368,TAMAN SUPREME (TIMUR),3.09707400,101.74618000
12001203,KL2374,FLAT TAMAN BUKIT ANGGERIK,3.06485600,101.74616000
12001204,KL2376,TAMAN BUKIT ANGGERIK (SELATAN),3.06061000,101.74615500
12001205,KL2375,TAMAN BUKIT ANGGERIK (UTARA),3.06283100,101.74614000
12001206,KL2320,SURAU MANBA'UL TAQWA,3.10634570,101.74603000
12001207,KL2365,MRT TAMAN CONNAUGHT PINTU C,3.07698100,101.74596000
12001208,KL1708,FLAT TAMAN SEGAR,3.08770900,101.74586500
12001209,KL2355,SEK. KEB. TAMAN SEGAR,3.09047600,101.74583400
12001210,KJ698,TAMAN TAMING JAYA,3.02669500,101.74578000
12001211,KL2377,DEWAN SERBAGUNA ALAM DAMAI (OPP),3.05766800,101.74574000
12001212,KL1707,IBU PEJABAT PERHILITAN (OPP),3.08445900,101.74497000
12001213,KL915,IBU PEJABAT PERHILITAN,3.08462300,101.74483500
12001214,KL2322,KG. CHERAS BARU (TIMUR),3.10698600,101.74462000
12001215,KL2356,TAMAN SUPREME (BARAT),3.09852600,101.74437000
12001218,KL927,(M1) TAMAN CHERAS,3.10296100,101.74297000
12001219,KL917,PETRONAS TAMAN SEGAR (SELATAN),3.08672860,101.74288000
12001221,KL2378,PANGSAPURI SERI PERINDU,3.05489900,101.74133000
12001222,KL757,CHERAS LEISURE MALL,3.08921000,101.74116500
12001223,KL756,MRT TAMAN MUTIARA PINTU B,3.09174800,101.74048000
12001224,KJ699,KOMERSIAL TAMING JAYA,3.02551200,101.74046000
12001225,KL2382,DAMAI BESTARI,3.06023900,101.74034000
12001226,KL219,APARTMENT DESA PANDAN BLOK G2,3.14795400,101.74017000
12001227,KL2381,SEK. MEN. ALAM DAMAI,3.05885100,101.73928000
12001228,KL2383,(M1) DESA DAMAI,3.06140300,101.73908000
12001230,KL1839,SEK. KEB. DESA PANDAN,3.15017900,101.73841000
12001231,KL2379,FLAT TAMAN DESA CHERAS BLOK 9,3.05498200,101.73795000
12001232,KL2370,KOMERSIAL DESA PANDAN (TIMUR),3.14671500,101.73773000
12001233,KL2371,APARTMENT DESA PANDAN BLOK J4,3.15158500,101.73747000
12001234,KL2380,FLAT TAMAN DESA CHERAS BLOK 5,3.05697800,101.73736600
12001235,KL2386,DAMAI RASA,3.07161300,101.73711000
12001236,KL918,TAMAN CONNAUGHT (UTARA),3.08269900,101.73690000
12001237,KL2372,KUARTERS KERAJAAN JLN U-THANT (OPP),3.15260500,101.73662600
12001238,KL2387,DAMAI JAYA,3.07334900,101.73646000
12001239,KL2384,DAMAI MURNI,3.06486400,101.73635000
12001240,KL2385,DAMAI KASIH,3.06775900,101.73627000
12001241,KL1842,G VILLAGE,3.14956800,101.73623000
12001242,KL2388,DAMAI NIAGA,3.07509400,101.73607000
12001243,KL2373,KOMERSIAL DESA PANDAN (SELATAN),3.14803100,101.73607000
12001244,KL223,FLAT DESA PANDAN BLOK B14 (OPP),3.14591200,101.73557000
12001245,KL259,FLAT DESA PANDAN BLOK B14,3.14589000,101.73527500
12001246,KL2362,SIMPANG JALAN PRIA 1,3.13650700,101.73460000
12001247,KL2361,PETRON TAMAN MALURI,3.13455500,101.73383000
12001248,KL258,FLAT DESA PANDAN BLOK B2,3.14479700,101.73370000
12001249,KL2364,I.K.M. KL,3.14324500,101.73365000
12001250,KL239,(M1) KLINIK KESIHATAN KG PANDAN,3.14455500,101.73318500
12001251,KL245,SIMPANG JALAN WIRAWATI 5,3.14046500,101.73302500
12001252,KL2363,PERTIWI INDAH CONDO (OPP),3.13758600,101.73275000
12001253,KL2360,FLAT TAMAN MALURI (OPP),3.13400800,101.73230000
12001254,KL244,SIMPANG JALAN WIRAWATI 8,3.13898900,101.73228500
12001255,KL246,PUSAT PERDAGANGAN KG. PANDAN,3.14434700,101.73074000
12001256,KL888,INSTITUT KEMAHIRAN BAITULMAL,3.13482700,101.73002000
12001257,KL247,KELAB ROYAL SELANGOR,3.14418500,101.72912000
12001258,KL1663,PPR PERKASA,3.13593100,101.72802000
12001259,KL248,PETRONAS TAMAN MALURI,3.14267800,101.72797400
12001260,KL250,S.M.K. AMINUDDIN BAKI (SELATAN),3.14024200,101.72705000
12001261,KL887,KOMPLEKS BELIA & SUKAN KG. PANDAN,3.13837600,101.72633000
12001262,KL399,BULATAN KG. PANDAN,3.13759680,101.72423600
12001264,KL267,MENARA RHB (OPP),3.14435700,101.72149000
12001266,KL2392,PLAZA DWITASIK,3.10232370,101.71410080
12001267,KL2393,PUSAT PERNIAGAAN DANAU LUMAYAN,3.10074390,101.71552190
12001268,KL1976,FLAT TAMAN MULIA (2),3.08927700,101.71570000
12001269,KL2394,BINTANG MAS CONDOMINIUM,3.11227700,101.71675000
12001270,KL334,UNIT BERKUDA DBKL (UTARA),3.09467030,101.71716650
12001271,KL1960,MASJID SAIDINA OTHMAN BIN AFFAN,3.09050350,101.71766000
12001272,KL1679,WISMA ZELAN,3.09957700,101.71785000
12001273,KL1980,TAMAN TASIK PERMAISURI,3.09671630,101.71828050
12001274,KL891,WISMA INDAH,3.13364400,101.71831500
12001275,KL2390,APARTMENT DESA BANGSAWAN,3.08916000,101.71880000
12001277,KL366,WARISAN CITY VIEW (OPP),3.12894200,101.72052000
12001278,KL2391,QUEEN'S AVENUE,3.12889100,101.72140000
12001279,KL1991,KONDO SERI MAS,3.11330500,101.72190000
12001280,KL1998,PEJ. DBKL ZON 1,3.11296800,101.72193000
12001281,KL1676,BALAI BOMBA TUN RAZAK,3.08893800,101.72220600
12001282,KL367,SUNWAY VELOCITY RESIDENCE,3.12773800,101.72226000
12001283,KL283,KELAB RENANG CHERAS (OPP),3.09830300,101.72249600
12001284,KL892,MRT COCHRANE PINTU A,3.13328600,101.72268000
12001285,KL282,PUSAT PERUBATAN UKM,3.10042600,101.72272000
12001286,KL284,PUSAT BELIA ANTARABANGSA KL (OPP),3.09636740,101.72294000
12001287,KL362,JAB. KESIHATAN & ALAM SEKITAR DBKL,3.12668600,101.72362500
12001288,KL328,PASAR BESAR CHERAS,3.11243300,101.72380000
12001289,KL281,S.M. TEKNIK KL (OPP),3.10349940,101.72397600
12001290,KL280,KLINIK KESIHATAN CHERAS,3.10665150,101.72594000
12001291,KL1972,BANDAR TUN RAZAK (TIMUR),3.09218500,101.72677000
12001292,KL1913,SK TMN MIDAH,3.09692700,101.72713000
12001293,KL1971,TMN MIDAH (TIMUR),3.09406400,101.72877000
12001294,KL315,(M1) DATARAN DWITASIK,3.09907190,101.71169410
12001295,KL302,CENDANA APARTMENT,3.09850760,101.71307850
12001296,KL1690,LRT CHERAS,3.11239720,101.71454000
12001297,KL1985,LAMAN TASIK CONDOMINIUM,3.10473600,101.71461000
12001298,KL1986,BAH. TEKNOLOGI PENDIDIKAN NEGERI W.P,3.10479160,101.71500000
12001299,KL296,FLAT SRI KOTA,3.08785270,101.71500000
12001300,KL1978,VISTA AMANI CONDOMINIUM,3.09615190,101.71518830
12001301,KL1689,SERI PUTERI CONDOMINIUM,3.11179990,101.71525560
12001302,KL297,FLAT TAMAN MULIA (1),3.08840000,101.71563000
12001304,KL317,VISTA TASIK,3.10651400,101.71590400
12001306,KL1974,TAMAN MULIA,3.09043620,101.71667000
12001309,KL329,MASJID AZZUBAIR IBNUL AWWAM,3.11423600,101.72036000
12001310,KL330,MASJID AZZUBAIR IBNUL AWWAM (OPP),3.11433890,101.72044000
12001311,KL287,PUSAT PENJAJA JLN JUJUR 3,3.08794450,101.72080000
12001316,KL347,FLAT SRI LABUAN,3.09065620,101.72143830
